id,created_at,text
1340575441770475520,2020-12-20 08:31:06,Woman shares how a ‘massive headache’ alerted her to 2 ruptured brain aneurysms. https://t.co/2rFr17QeeH - @TODAYshow
1340567876718260226,2020-12-20 08:01:03,The city of 820 people and its mayor have attracted attention for defying state health orders aimed at combatting t… https://t.co/8WwV4cm7QP
1340560325733715968,2020-12-20 07:31:02,FDA authorizes test for Covid-19 that can be purchased at drug stores without a prescription and taken at home. https://t.co/PQMnSfzdSr
1340552783523659783,2020-12-20 07:01:04,Celebrity pastor Joel Osteen’s megachurch received a $4.4M loan from the federal government’s Paycheck Protection P… https://t.co/OxiI8Utqwl
1340545238537039873,2020-12-20 06:31:05,"Speaker Pelosi announces appointments to several powerful committees, most notably the selection of Rep. Rice over… https://t.co/LSmO0S8IpK"
1340537699321716736,2020-12-20 06:01:08,"In win for Pres. Trump, US Supreme Court throws out challenge to his census plan to exclude undocumented immigrants… https://t.co/F6cyPS1pcU"
1340530394605752320,2020-12-20 05:32:06,Forecast models are hinting at the possibility of a white Christmas in the Midwest and Northeast US next week. https://t.co/MsPe4XoRJX
1340522842144841730,2020-12-20 05:02:05,Vanessa Bryant slams lawsuit from mom seeking support. https://t.co/Nu2kdmDcLf
1340517548400455681,2020-12-20 04:41:03,40-year-old man who once ran for a Virginia delegate seat has been arrested in connection with the kidnapping of a… https://t.co/e9YJe2yWcM
1340512517836181506,2020-12-20 04:21:04,"President Trump downplays security breach that has torn through businesses and the US government, contradicting wha… https://t.co/K4Qx9IE4qq"
1340507996309381120,2020-12-20 04:03:06,Jim Carrey to stop impersonating President-elect Biden on 'Saturday Night Live.' https://t.co/YWcgNcXOFg
1340503719457243139,2020-12-20 03:46:06,The Army general in charge of getting Covid-19 vaccines across the United States apologized Saturday for “miscommun… https://t.co/UpEliz3yKx
1340497927752572928,2020-12-20 03:23:05,"A $20,000 fee to change a wedding date? New bill aims to protect people from ""bad actor catering halls."" https://t.co/e3Vdpc8oxj"
