id,created_at,text
1340572661613817859,2020-12-20 08:20:03,"As the pandemic grinds on, developers are turning to modular construction for its benefits:
1. Faster timeline
2. L… https://t.co/F7cTVQ3bb0"
1340557568578600960,2020-12-20 07:20:05,"Make yourself a treat with these easy holiday desserts.
https://t.co/3lwT2khe9p"
1340542463975563265,2020-12-20 06:20:04,"For the first time in 55 years, Frederick Wiseman, 90, isn’t working on a film. How’s he holding up? “Well, in addi… https://t.co/q0D1RUq7XA"
1340533122291687427,2020-12-20 05:42:56,"Senators reached a deal on a final Republican sticking point in stimulus talks, a major step toward passing a $900… https://t.co/UlCA5sqKpj"
1340527375734493184,2020-12-20 05:20:06,Leaders of the neo-fascist Golden Dawn party were convicted in Greece for running a criminal group. But one is livi… https://t.co/gdMvZCRi20
1340512270175100928,2020-12-20 04:20:05,The HBO documentary “The Bee Gees: How Can You Mend a Broken Heart” traces the decades-long arc of a band that mast… https://t.co/XbaWgjvqtR
1340497165425270786,2020-12-20 03:20:04,It’s been a year. Let’s bake some cookies. https://t.co/ajJ5Vv08Uy
1340482068317401088,2020-12-20 02:20:04,Neither the bride nor groom were at their own wedding. https://t.co/Wv3UXtx0iS
1340466981552713734,2020-12-20 01:20:07,"Untangling the complex strategy games playing out under our feet.
https://t.co/m91BZebqRO"
1340446863988822018,2020-12-20 00:00:11,"✨ All of the lights ✨
https://t.co/s0A6virkwt"
1340441797382860805,2020-12-19 23:40:03,"These are the 25 best picture, middle grade and young adult books of 2020, according to our children’s books editor. https://t.co/LKM17TivqJ"
1340436776935190529,2020-12-19 23:20:06,"""I have a long list of holiday tips to give out this year: to my doorman, handyman, super, nanny, housekeeper and o… https://t.co/Lq4ioxE60A"
1340431759360618498,2020-12-19 23:00:10,Are you good enough to be a member of this private dating app? An eight-person committee will be the judge of that. https://t.co/nkmDEBzdEp
1340426718444720130,2020-12-19 22:40:08,"A group of African-American pastors in Georgia assailed Senator Kelly Loeffler, arguing that her characterizations… https://t.co/vrdu6rbYa1"
1340421673636474882,2020-12-19 22:20:05,"In 1988, a treasure hunt found tons of gold in the wreckage of a sunken steamship. After five years in prison and m… https://t.co/ewVpOg9qnR"
1340416640119402498,2020-12-19 22:00:05,"The CDC advisory panel has endorsed the Moderna vaccine, signaling to hospitals and doctors that they may proceed i… https://t.co/yPLv47Ce9T"
1340411588969451520,2020-12-19 21:40:01,"President-elect Joe Biden introduced key members of his climate team on Saturday, including Gina McCarthy, former P… https://t.co/KRqUIXp2hZ"
1340406560791666689,2020-12-19 21:20:02,"“Promising Young Woman” is a ruthless, pitch-black story of revenge set in an off-kilter, fairy-tale world. Directe… https://t.co/1rOUNID6xR"
1340401544567676933,2020-12-19 21:00:06,Cyberpunk 2077 was the year’s most anticipated video game. But nearly a decade of hype led up to a disastrous relea… https://t.co/j6sNLK2vZL
1340396512258437122,2020-12-19 20:40:06,"Jean Graetz, who was among the few white people in Montgomery, Ala., to participate in the city’s civil rights move… https://t.co/IjK4KMYOEa"
