id,created_at,text
1340567874952437760,2020-12-20 08:01:02,A 9-year-old girl who died after an asthma attack is thought to be the first person in the world to have air pollut… https://t.co/fTHPq47DhU
1340560326237048833,2020-12-20 07:31:02,Black children were six times more likely to be shot to death by the police than their White peers over a 16-year p… https://t.co/Bjt5IB4YSl
1340552777953660929,2020-12-20 07:01:03,"Saturn and Jupiter are coming closer together than they have been since the Middle Ages, and it's happening just in… https://t.co/pU1SHWUjea"
1340537699812438016,2020-12-20 06:01:08,"Loneliness can help grow parts of brain tied to imagination, study finds https://t.co/OVLiOuUM5Q https://t.co/irvmkyg7Id"
1340532660788183040,2020-12-20 05:41:06,"RT @cnnbrk: Congress is on the brink of a deal for a much-needed coronavirus relief package after clearing a key dispute
https://t.co/UpZcD…"
1340522590524350465,2020-12-20 05:01:05,"Researchers found that kangaroos ""intentionally"" communicated with humans -- a behavior that was previously thought… https://t.co/mNwxINlnQL"
1340507261605699587,2020-12-20 04:00:11,"Wisconsin residents are being urged by health officials to pass on eating a traditional holiday dish called a ""cann… https://t.co/wllYxkseli"
1340492158705528834,2020-12-20 03:00:10,Don’t miss all the @CNNOriginals now streaming on @HBOMax! https://t.co/7yOWOzwZMy
1340484597738573826,2020-12-20 02:30:07,"Zoox, Amazon's self-driving vehicle startup, has revealed a prototype of its robotaxi that can travel up to 75 mph… https://t.co/MjaxFIPEQP"
1340477281567948801,2020-12-20 02:01:03,"The ""Gastrodia agnicellus"" -- labeled the ""ugliest orchid in the world"" -- is one of this year's newly described pl… https://t.co/1BKSKnbUwM"
1340469487557087239,2020-12-20 01:30:05,Former New Jersey GOP Gov. Chris Christie says in a new national TV ad that he regrets not wearing a mask while vis… https://t.co/IamJ48L5RK
1340461970869415938,2020-12-20 01:00:13,The number of students applying to medical school is up 18%. Some credit Dr. Fauci with inspiring a new generation… https://t.co/kFR3QwtLT6
1340454426411188224,2020-12-20 00:30:14,"Even as Covid-19 surges, 85 million Americans might travel for the holidays -- and they should keep close eye on th… https://t.co/OKMjAiOeSj"
1340446894133227526,2020-12-20 00:00:18,"Depression, anxiety, PTSD…for so many who suffer, mainstream medicines aren’t the solution. @LisaLing explores alte… https://t.co/IZ6BtrbSSw"
1340439543758135299,2020-12-19 23:31:06,"Small space? Tight budget? Try these holiday decorations.

Author Eddie Ross shows how to bring the holiday spirit… https://t.co/neRCgG0ZA1"
1340431789265969153,2020-12-19 23:00:17,"The vaccine will protect you from getting ill and then ending up hospitalized with Covid-19, CNN Medical Analyst Dr… https://t.co/w2zWITaxbf"
1340424201002430470,2020-12-19 22:30:08,"CNN's Dr. Sanjay Gupta got vaccinated against Covid-19 this week. It's a decision he didn't make lightly, he writes. https://t.co/RW9HzNVsvg"
1340416666010849285,2020-12-19 22:00:11,Bill Barr can't erase his shameful legacy | @CNNOpinion https://t.co/En5pznP6vO https://t.co/fs77kvbJv1
1340409330882011137,2020-12-19 21:31:02,"Jim Carrey's short stint as Joe Biden on ""SNL"" has come to an end after six episodes on the NBC variety show this s… https://t.co/DWtNcXgbPP"
1340405549532373000,2020-12-19 21:16:01,"Jill Biden, who has a doctorate in education, says she was surprised by a recent newspaper op-ed piece suggesting s… https://t.co/9sv9Hnu1aq"
